survida,survidn,survproglab,survprogname,sampframe,wbid,unid,unidyear,wbidyear,year,wave,survversion,RegionUN,sampsize,Region5,Region6,Region7,Region10,continent,module,collectmode,collectlanguage,collectdates,weight,public,longitudinal,oldsurvid,popage,designeffect,marginerror,exclusion,nationalsurvey,resprate,founder,survecat,status,type,globbaro,active,progparent,oversampl,proglab,startyear,founder2,country
BGR201017,100201017,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002010,BGR2010,2010,73,7,Eastern Europe,1001,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR201311,100201311,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002013,BGR2013,2013,80,1,Eastern Europe,1026,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR200320054,100200320054,CCEB,Candidate Countries Eurobarometer,Bulgaria,BGR,Bulgaria,1002003,BGR2003,2003,3,4,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Bulgaria
BGR200320051,100200320051,CCEB,Candidate Countries Eurobarometer,Bulgaria,BGR,Bulgaria,1002003,BGR2003,2003,0,1,Eastern Europe,1018,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Bulgaria
BGR200671,100200671,VOTP,Voice of the People,Bulgaria,BGR,Bulgaria,1002006,BGR2006,2006,5,1,Eastern Europe,1001,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,Face To Face,,,,public,1,6,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Bulgaria
BGR2008101,1002008101,ESS,European Social Survey,Bulgaria,BGR,Bulgaria,1002008,BGR2008,2008,4,1,Eastern Europe,2230,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,06.03.09-31.05.09,,public,1,,,,,,,75,Member country at program founding,Social survey,,,0,1,European Social Survey,,ESS,2002,Member country after program founding,Bulgaria
BGR200620071,100200620071,TT,Transatlantic Trends Survey,Bulgaria,BGR,Bulgaria,1002006,BGR2006,2006,4,1,Eastern Europe,1026,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Transatlantic Trends Survey,,TT,2003,Member country after program founding,Bulgaria
BGR201320071,100201320071,TT,Transatlantic Trends Survey,Bulgaria,BGR,Bulgaria,1002013,BGR2013,2013,11,1,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Transatlantic Trends Survey,,TT,2003,Member country after program founding,Bulgaria
BGR201413,100201413,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002014,BGR2014,2014,82,3,Eastern Europe,1028,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR201411,100201411,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002014,BGR2014,2014,82,1,Eastern Europe,1018,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR1990141,1001990141,CEEB,Central & Eastern Eurobarometer,Bulgaria,BGR,Bulgaria,1001990,BGR1990,1990,1,1,Eastern Europe,1492,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Bulgaria
BGR201011,100201011,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002010,BGR2010,2010,73,1,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR200617,100200617,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002006,BGR2006,2006,66,7,Eastern Europe,1027,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR201215,100201215,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002012,BGR2012,2012,77,5,Eastern Europe,1008,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR1995141,1001995141,CEEB,Central & Eastern Eurobarometer,Bulgaria,BGR,Bulgaria,1001995,BGR1995,1995,6,1,Eastern Europe,1098,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Bulgaria
BGR200220051,100200220051,CCEB,Candidate Countries Eurobarometer,Bulgaria,BGR,Bulgaria,1002002,BGR2002,2002,2,1,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Bulgaria
BGR2014111,1002014111,GWP,Gallup World Poll,Bulgaria,BGR,Bulgaria,1002014,BGR2014,2014,9,1,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,Face To Face,Bulgarian,,,private,1,,,1.4,3.7,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Bulgaria
BGR200220052,100200220052,CCEB,Candidate Countries Eurobarometer,Bulgaria,BGR,Bulgaria,1002002,BGR2002,2002,3,2,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Bulgaria
BGR200991,100200991,PGA,Pew Global Attitudes Survey,Bulgaria,BGR,Bulgaria,1002009,BGR2009,2009,11,1,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Pew Global Attitudes Survey,,PGA,2002,Member country after program founding,Bulgaria
BGR200811,100200811,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002008,BGR2008,2008,69,1,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR1990391,1001990391,PCP,Post-Communist Publics,Bulgaria,BGR,Bulgaria,1001990,BGR1990,1990,1,1,Eastern Europe,1074,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Post-Communist Publics,,PCP,1990,Member country after program founding,Bulgaria
BGR199921,100199921,EVS,European Values Study,Bulgaria,BGR,Bulgaria,1001999,BGR1999,1999,3,1,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,yes,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,National / Integration / Cumulation,EVS,1981,Member country after program founding,Bulgaria
BGR201417,100201417,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002014,BGR2014,2014,81,7,Eastern Europe,1027,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR200220053,100200220053,CCEB,Candidate Countries Eurobarometer,Bulgaria,BGR,Bulgaria,1002002,BGR2002,2002,1,3,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Bulgaria
BGR201412,100201412,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002014,BGR2014,2014,81,2,Eastern Europe,1066,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR1993141,1001993141,CEEB,Central & Eastern Eurobarometer,Bulgaria,BGR,Bulgaria,1001993,BGR1993,1993,4,1,Eastern Europe,1198,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Bulgaria
BGR200971,100200971,VOTP,Voice of the People,Bulgaria,BGR,Bulgaria,1002009,BGR2009,2009,7,1,Eastern Europe,1002,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,Face To Face,,,,public,1,9,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Bulgaria
BGR201120071,100201120071,TT,Transatlantic Trends Survey,Bulgaria,BGR,Bulgaria,1002011,BGR2011,2011,9,1,Eastern Europe,1012,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Transatlantic Trends Survey,,TT,2003,Member country after program founding,Bulgaria
BGR201220071,100201220071,TT,Transatlantic Trends Survey,Bulgaria,BGR,Bulgaria,1002012,BGR2012,2012,10,1,Eastern Europe,1007,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Transatlantic Trends Survey,,TT,2003,Member country after program founding,Bulgaria
BGR1997141,1001997141,CEEB,Central & Eastern Eurobarometer,Bulgaria,BGR,Bulgaria,1001997,BGR1997,1997,8,1,Eastern Europe,1014,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Bulgaria
BGR201171,100201171,VOTP,Voice of the People,Bulgaria,BGR,Bulgaria,1002011,BGR2011,2011,8,1,Eastern Europe,997,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,Face To Face,,,,public,1,10,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Bulgaria
BGR201213,100201213,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002012,BGR2012,2012,77,3,Eastern Europe,1006,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR200320056,100200320056,CCEB,Candidate Countries Eurobarometer,Bulgaria,BGR,Bulgaria,1002003,BGR2003,2003,4,6,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Bulgaria
BGR200741,100200741,ISSP,International Social Survey,Bulgaria,BGR,Bulgaria,1002007,BGR2007,2007,23,1,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,Leisure Time and Sports I,,,,,public,1,,,,,,Bulgarian General Social Survey (BGSS) 2008/2009,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Bulgaria
BGR1996141,1001996141,CEEB,Central & Eastern Eurobarometer,Bulgaria,BGR,Bulgaria,1001996,BGR1996,1996,7,1,Eastern Europe,1035,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Bulgaria
BGR201116,100201116,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002011,BGR2011,2011,75,6,Eastern Europe,1003,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR200915,100200915,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002009,BGR2009,2009,72,5,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR200514,100200514,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002005,BGR2005,2005,63,4,Eastern Europe,1018,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR200918,100200918,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002009,BGR2009,2009,71,8,Eastern Europe,1009,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR2012101,1002012101,ESS,European Social Survey,Bulgaria,BGR,Bulgaria,1002012,BGR2012,2012,6,1,Eastern Europe,2260,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,09.02.13-30.04.13,,public,1,,,,,,,74.7,Member country at program founding,Social survey,,,0,1,European Social Survey,,ESS,2002,Member country after program founding,Bulgaria
BGR200320053,100200320053,CCEB,Candidate Countries Eurobarometer,Bulgaria,BGR,Bulgaria,1002003,BGR2003,2003,5,3,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Bulgaria
BGR201115,100201115,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002011,BGR2011,2011,75,5,Eastern Europe,1001,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR201314,100201314,EUROB,Eurobarometer,Bulgaria,BGR,Bulgaria,1002013,BGR2013,2013,80,4,Eastern Europe,1027,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Bulgaria
BGR199021,100199021,EVS,European Values Study,Bulgaria,BGR,Bulgaria,1001990,BGR1990,1990,2,1,Eastern Europe,1034,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,no,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,Integration / Cumulation,EVS,1981,Member country after program founding,Bulgaria
BGR200320052,100200320052,CCEB,Candidate Countries Eurobarometer,Bulgaria,BGR,Bulgaria,1002003,BGR2003,2003,2,2,Eastern Europe,1000,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Bulgaria
BGR2006101,1002006101,ESS,European Social Survey,Bulgaria,BGR,Bulgaria,1002006,BGR2006,2006,3,1,Eastern Europe,1400,SE European Ancestry,SE European Ancestry,E European Ancestry,E European Ancestry,Europe,,,,20.11.06-10.01.07,,public,1,,,,,,,64.8,Member country at program founding,Social survey,,,0,1,European Social Survey,,ESS,2002,Member country after program founding,Bulgaria
